*** COUNTS ***
6234×2 DataFrame
  Row │ PM          N
      │ String15    Int64
──────┼───────────────────
 2667 │ 2004/10/08      1
 2668 │ 2004/10/09      1
 2669 │ 2004/10/12      1
 2670 │ 2004/10/16      2
 2671 │ 2004/10/19      1
 2672 │ 2004/10/21      2
 2673 │ 2004/10/23      1
 2674 │ 2004/10/27      2
 2675 │ 2004/10/28      1
 2676 │ 2004/11/02      1
 2677 │ 2004/11/03      1
 2678 │ 2004/11/04      1
 2679 │ 2004/11/06      1
 2680 │ 2004/11/09      3
 2681 │ 2004/11/10      1
 2682 │ 2004/11/13      4
 2683 │ 2004/11/16      2
 2684 │ 2004/11/17      1
 2685 │ 2004/11/18      1
 2686 │ 2004/11/19      2
 2687 │ 2004/11/20      1
 2688 │ 2004/11/24      4
 2689 │ 2004/11/27      2
 2690 │ 2004/12/01      1
 2691 │ 2004/12/04      1
 2692 │ 2004/12/08      2
 2693 │ 2004/12/09      1
 2694 │ 2004/12/14      3
 2695 │ 2004/12/16      2
 2696 │ 2004/12/17      1
 2697 │ 2004/12/18      3
 2698 │ 2004/12/21      1
 2699 │ 2004/12/22      2
 2700 │ 2004/12/23      1
 2701 │ 2004/12/25      3
 2702 │ 2004/12/29      1
 2703 │ 2004/12/31      1
 2704 │ 2005/01/05      2
 2705 │ 2005/01/08      1
 2706 │ 2005/01/11      1
 2707 │ 2005/01/12      2
 2708 │ 2005/01/13      1
 2709 │ 2005/01/15      2
 2710 │ 2005/01/18      1
 2711 │ 2005/01/20      4
 2712 │ 2005/01/22      3
 2713 │ 2005/01/25      1
 2714 │ 2005/01/26      2
 2715 │ 2005/01/28      2
 2716 │ 2005/01/29      1
 2717 │ 2005/02/01      2
 2718 │ 2005/02/03      5
 2719 │ 2005/02/04      2
 2720 │ 2005/02/05      1
 2721 │ 2005/02/08      3
 2722 │ 2005/02/09      3
 2723 │ 2005/02/11      1
 2724 │ 2005/02/15      2
 2725 │ 2005/02/16      1
 2726 │ 2005/02/17      1
 2727 │ 2005/02/18      1
 2728 │ 2005/02/24      2
 2729 │ 2005/03/02      1
 2730 │ 2005/03/08      3
 2731 │ 2005/03/09      2
 2732 │ 2005/03/10      1
 2733 │ 2005/03/11      4
 2734 │ 2005/03/12      3
 2735 │ 2005/03/15      2
 2736 │ 2005/03/17      1
 2737 │ 2005/03/18      1
 2738 │ 2005/03/19      3
 2739 │ 2005/03/22      2
 2740 │ 2005/03/25      1
 2741 │ 2005/03/26      4
 2742 │ 2005/03/29      3
 2743 │ 2005/03/30      2
 2744 │ 2005/04/01      1
 2745 │ 2005/04/05      2
 2746 │ 2005/04/06      1
 2747 │ 2005/04/07      2
 2748 │ 2005/04/09      2
 2749 │ 2005/04/12      1
 2750 │ 2005/04/15      2
 2751 │ 2005/04/16      1
 2752 │ 2005/04/19      1
 2753 │ 2005/04/20      3
 2754 │ 2005/04/22      1
 2755 │ 2005/04/26      3
 2756 │ 2005/04/27      1
 2757 │ 2005/04/30      2
 2758 │ 2005/05/10      2
 2759 │ 2005/05/11      3
 2760 │ 2005/05/12      1
 2761 │ 2005/05/14      2
 2762 │ 2005/05/17      2
 2763 │ 2005/05/18      1
 2764 │ 2005/05/19      2
 2765 │ 2005/05/20      2
 2766 │ 2005/05/21      1
 2767 │ 2005/05/24      1
 2768 │ 2005/05/25      2
 2769 │ 2005/05/26      1
 2770 │ 2005/06/01      5
 2771 │ 2005/06/03      1
 2772 │ 2005/06/04      3
 2773 │ 2005/06/07      3
 2774 │ 2005/06/11      1
 2775 │ 2005/06/14      3
 2776 │ 2005/06/16      1
 2777 │ 2005/06/18      2
 2778 │ 2005/06/21      1
 2779 │ 2005/06/22      2
 2780 │ 2005/06/23      1
 2781 │ 2005/06/24      1
 2782 │ 2005/06/28      1
 2783 │ 2005/06/29      3
 2784 │ 2005/07/01      1
 2785 │ 2005/07/05      1
 2786 │ 2005/07/08      2
 2787 │ 2005/07/09      2
 2788 │ 2005/07/13      4
 2789 │ 2005/07/14      2
 2790 │ 2005/07/15      2
 2791 │ 2005/07/16      2
 2792 │ 2005/07/20      3
 2793 │ 2005/07/26      1
 2794 │ 2005/07/27      1
 2795 │ 2005/07/29      1
 2796 │ 2005/08/04      2
 2797 │ 2005/08/06      2
 2798 │ 2005/08/10      1
 2799 │ 2005/08/13      1
 2800 │ 2005/08/16      4
 2801 │ 2005/08/17      2
 2802 │ 2005/08/18      1
 2803 │ 2005/08/19      3
 2804 │ 2005/08/25      1
 2805 │ 2005/08/30      3
 2806 │ 2005/09/01      3
 2807 │ 2005/09/03      4
 2808 │ 2005/09/08      1
 2809 │ 2005/09/13      3
 2810 │ 2005/09/15      5
 2811 │ 2005/09/17      4
 2812 │ 2005/09/20      4
 2813 │ 2005/09/21      1
 2814 │ 2005/09/24      1
 2815 │ 2005/09/28      2
 2816 │ 2005/09/29      1
 2817 │ 2005/10/01      1
 2818 │ 2005/10/04      2
 2819 │ 2005/10/06      2
 2820 │ 2005/10/08      1
 2821 │ 2005/10/12      3
 2822 │ 2005/10/13      4
 2823 │ 2005/10/19      2
 2824 │ 2005/10/22      2
 2825 │ 2005/10/26      4
 2826 │ 2005/11/01      1
 2827 │ 2005/11/03      2
 2828 │ 2005/11/05      1
 2829 │ 2005/11/08      2
 2830 │ 2005/11/09      3
 2831 │ 2005/11/10      2
 2832 │ 2005/11/11      3
 2833 │ 2005/11/12      1
 2834 │ 2005/11/18      1
 2835 │ 2005/11/22      6
 2836 │ 2005/11/23      1
 2837 │ 2005/11/24      1
 2838 │ 2005/11/26      2
 2839 │ 2005/11/29      2
 2840 │ 2005/11/30      1
 2841 │ 2005/12/01      1
 2842 │ 2005/12/02      2
 2843 │ 2005/12/03      3
 2844 │ 2005/12/07     13
 2845 │ 2005/12/08      1
 2846 │ 2005/12/13      3
 2847 │ 2005/12/14      2
 2848 │ 2005/12/15      1
 2849 │ 2005/12/17      1
 2850 │ 2005/12/20      1
 2851 │ 2005/12/21      3
 2852 │ 2005/12/22      3
 2853 │ 2005/12/27      2
 2854 │ 2005/12/29      1
 2855 │ 2005/12/31      1
 2856 │ 2006/01/01      1
 2857 │ 2006/01/05      2
 2858 │ 2006/01/10      3
 2859 │ 2006/01/13      2
 2860 │ 2006/01/18      6
 2861 │ 2006/01/19      1
 2862 │ 2006/01/20      1
 2863 │ 2006/01/26      2
 2864 │ 2006/01/31      1
 2865 │ 2006/02/02      3
 2866 │ 2006/02/03      1
 2867 │ 2006/02/04      2
 2868 │ 2006/02/08      1
 2869 │ 2006/02/14      4
 2870 │ 2006/02/16      5
 2871 │ 2006/02/21      2
 2872 │ 2006/02/24      3
 2873 │ 2006/02/28      6
 2874 │ 2006/03/02      2
 2875 │ 2006/03/03      2
 2876 │ 2006/03/07      1
 2877 │ 2006/03/10      1
 2878 │ 2006/03/15      2
 2879 │ 2006/03/17      1
 2880 │ 2006/03/24      1
 2881 │ 2006/03/25      1
 2882 │ 2006/03/28      2
 2883 │ 2006/03/29      1
 2884 │ 2006/04/01      2
 2885 │ 2006/04/06      1
 2886 │ 2006/04/08      1
 2887 │ 2006/04/12      1
 2888 │ 2006/04/19      2
 2889 │ 2006/04/20      1
 2890 │ 2006/04/21      3
 2891 │ 2006/04/22      1
 2892 │ 2006/04/25      5
 2893 │ 2006/04/26      3
 2894 │ 2006/04/28      3
 2895 │ 2006/04/29      4
 2896 │ 2006/05/02      1
 2897 │ 2006/05/03      2
 2898 │ 2006/05/04      2
 2899 │ 2006/05/09      4
 2900 │ 2006/05/11      1
 2901 │ 2006/05/13      3
 2902 │ 2006/05/16      6
 2903 │ 2006/05/20      5
 2904 │ 2006/05/23      2
 2905 │ 2006/05/25      1
 2906 │ 2006/05/26      1
 2907 │ 2006/05/30      2
 2908 │ 2006/05/31      1
 2909 │ 2006/06/01      1
 2910 │ 2006/06/06      1
 2911 │ 2006/06/07      3
 2912 │ 2006/06/08      2
 2913 │ 2006/06/09      1
 2914 │ 2006/06/13      1
 2915 │ 2006/06/14      1
 2916 │ 2006/06/15      2
 2917 │ 2006/06/20      2
 2918 │ 2006/06/21      1
 2919 │ 2006/06/22      1
 2920 │ 2006/06/27      4
 2921 │ 2006/06/28      4
 2922 │ 2006/06/29      4
 2923 │ 2006/06/30      1
 2924 │ 2006/07/01      3
 2925 │ 2006/07/04      3
 2926 │ 2006/07/05      2
 2927 │ 2006/07/06      3
 2928 │ 2006/07/11      4
 2929 │ 2006/07/15      1
 2930 │ 2006/07/18      5
 2931 │ 2006/07/19      3
 2932 │ 2006/07/21      2
 2933 │ 2006/07/25      2
 2934 │ 2006/07/26      2
 2935 │ 2006/07/27      3
 2936 │ 2006/07/29      2
 2937 │ 2006/08/01      1
 2938 │ 2006/08/02      3
 2939 │ 2006/08/03      1
 2940 │ 2006/08/04      2
 2941 │ 2006/08/08      3
 2942 │ 2006/08/09      1
 2943 │ 2006/08/10      1
 2944 │ 2006/08/15      7
 2945 │ 2006/08/16      2
 2946 │ 2006/08/17      2
 2947 │ 2006/08/18      1
 2948 │ 2006/08/19      1
 2949 │ 2006/08/23      1
 2950 │ 2006/08/25      1
 2951 │ 2006/08/31      1
 2952 │ 2006/09/02      1
 2953 │ 2006/09/05      4
 2954 │ 2006/09/06      2
 2955 │ 2006/09/07      1
 2956 │ 2006/09/12      3
 2957 │ 2006/09/13      2
 2958 │ 2006/09/14      1
 2959 │ 2006/09/16      1
 2960 │ 2006/09/19      2
 2961 │ 2006/09/21      1
 2962 │ 2006/09/22      1
 2963 │ 2006/09/27      2
 2964 │ 2006/09/29      1
 2965 │ 2006/09/30      1
 2966 │ 2006/10/01      1
 2967 │ 2006/10/03      3
 2968 │ 2006/10/04      5
 2969 │ 2006/10/05      1
 2970 │ 2006/10/06      2
 2971 │ 2006/10/13      3
 2972 │ 2006/10/14      4
 2973 │ 2006/10/18      2
 2974 │ 2006/10/20      1
 2975 │ 2006/10/21      1
 2976 │ 2006/10/24      3
 2977 │ 2006/10/25      1
 2978 │ 2006/10/26      1
 2979 │ 2006/10/27      1
 2980 │ 2006/10/28      1
 2981 │ 2006/10/31      1
 2982 │ 2006/11/01      1
 2983 │ 2006/11/02      2
 2984 │ 2006/11/03      1
 2985 │ 2006/11/04      1
 2986 │ 2006/11/07      1
 2987 │ 2006/11/08      5
 2988 │ 2006/11/10      1
 2989 │ 2006/11/11      1
 2990 │ 2006/11/14      1
 2991 │ 2006/11/15      5
 2992 │ 2006/11/16      1
 2993 │ 2006/11/18      1
 2994 │ 2006/11/23      8
 2995 │ 2006/11/30      4
 2996 │ 2006/12/01      2
 2997 │ 2006/12/02      1
 2998 │ 2006/12/05      2
 2999 │ 2006/12/06      1
 3000 │ 2006/12/07      3
 3001 │ 2006/12/08      1
 3002 │ 2006/12/13      4
 3003 │ 2006/12/14      2
 3004 │ 2006/12/16      1
 3005 │ 2006/12/19      1
 3006 │ 2006/12/21      2
 3007 │ 2006/12/22      1
 3008 │ 2006/12/23      1
 3009 │ 2006/12/30      2
 3010 │ 2007/01/02      1
 3011 │ 2007/01/03      1
 3012 │ 2007/01/04      2
 3013 │ 2007/01/05      2
 3014 │ 2007/01/06      1
 3015 │ 2007/01/16      2
 3016 │ 2007/01/18      1
 3017 │ 2007/01/20      2
 3018 │ 2007/01/24      1
 3019 │ 2007/01/25      2
 3020 │ 2007/01/26      1
 3021 │ 2007/01/27      1
 3022 │ 2007/01/30      2
 3023 │ 2007/01/31      2
 3024 │ 2007/02/03      1
 3025 │ 2007/02/06      4
 3026 │ 2007/02/08      3
 3027 │ 2007/02/09      1
 3028 │ 2007/02/10      1
 3029 │ 2007/02/13      1
 3030 │ 2007/02/14      2
 3031 │ 2007/02/20      1
 3032 │ 2007/02/21      1
 3033 │ 2007/02/23      2
 3034 │ 2007/02/24      1
 3035 │ 2007/02/27      1
 3036 │ 2007/02/28      1
 3037 │ 2007/03/01      3
 3038 │ 2007/03/03      1
 3039 │ 2007/03/06      2
 3040 │ 2007/03/07      4
 3041 │ 2007/03/09      1
 3042 │ 2007/03/10      1
 3043 │ 2007/03/14      4
 3044 │ 2007/03/16      2
 3045 │ 2007/03/17      3
 3046 │ 2007/03/21      6
 3047 │ 2007/03/23      1
 3048 │ 2007/03/27      1
 3049 │ 2007/03/28     16
 3050 │ 2007/03/30      2
 3051 │ 2007/03/31      1
 3052 │ 2007/04/03      1
 3053 │ 2007/04/04      3
 3054 │ 2007/04/05      1
 3055 │ 2007/04/07      2
 3056 │ 2007/04/12      1
 3057 │ 2007/04/13      1
 3058 │ 2007/04/17      5
 3059 │ 2007/04/19      1
 3060 │ 2007/04/20      1
 3061 │ 2007/04/21      1
 3062 │ 2007/04/24      2
 3063 │ 2007/04/25      2
 3064 │ 2007/04/26      1
 3065 │ 2007/05/01      2
 3066 │ 2007/05/02      1
 3067 │ 2007/05/05      1
 3068 │ 2007/05/08      3
 3069 │ 2007/05/09      1
 3070 │ 2007/05/11      1
 3071 │ 2007/05/12      3
 3072 │ 2007/05/15      4
 3073 │ 2007/05/16      2
 3074 │ 2007/05/18      2
 3075 │ 2007/05/19      1
 3076 │ 2007/05/22      1
 3077 │ 2007/05/23      2
 3078 │ 2007/05/25      1
 3079 │ 2007/05/29      2
 3080 │ 2007/06/05      1
 3081 │ 2007/06/06      1
 3082 │ 2007/06/09      1
 3083 │ 2007/06/15      3
 3084 │ 2007/06/16      4
 3085 │ 2007/06/19      6
 3086 │ 2007/06/20      1
 3087 │ 2007/06/21      1
 3088 │ 2007/06/22      2
 3089 │ 2007/06/26      2
 3090 │ 2007/06/27      2
 3091 │ 2007/06/28      1
 3092 │ 2007/06/30      1
 3093 │ 2007/07/01      2
 3094 │ 2007/07/03      1
 3095 │ 2007/07/04      1
 3096 │ 2007/07/05      1
 3097 │ 2007/07/06      1
 3098 │ 2007/07/07      2
 3099 │ 2007/07/10      1
 3100 │ 2007/07/11      1
 3101 │ 2007/07/12      2
 3102 │ 2007/07/13      1
 3103 │ 2007/07/17      1
 3104 │ 2007/07/20      1
 3105 │ 2007/07/21      1
 3106 │ 2007/07/24      1
 3107 │ 2007/07/25      1
 3108 │ 2007/07/27      1
 3109 │ 2007/07/28      1
 3110 │ 2007/07/31      1
 3111 │ 2007/08/01      2
 3112 │ 2007/08/03      1
 3113 │ 2007/08/04      4
 3114 │ 2007/08/08      1
 3115 │ 2007/08/09      1
 3116 │ 2007/08/11      2
 3117 │ 2007/08/19      6
 3118 │ 2007/08/21      3
 3119 │ 2007/08/25      1
 3120 │ 2007/08/28      3
 3121 │ 2007/08/30      1
 3122 │ 2007/08/31      1
 3123 │ 2007/09/04      2
 3124 │ 2007/09/07      2
 3125 │ 2007/09/08      2
 3126 │ 2007/09/11      2
 3127 │ 2007/09/12      2
 3128 │ 2007/09/14      2
 3129 │ 2007/09/18      1
 3130 │ 2007/09/19      1
 3131 │ 2007/09/21      3
 3132 │ 2007/09/22      2
 3133 │ 2007/09/25      1
 3134 │ 2007/09/27      2
 3135 │ 2007/09/28      4
 3136 │ 2007/09/29      3
 3137 │ 2007/10/02      1
 3138 │ 2007/10/03      3
 3139 │ 2007/10/05      1
 3140 │ 2007/10/06      1
 3141 │ 2007/10/16      3
 3142 │ 2007/10/17      2
 3143 │ 2007/10/18      1
 3144 │ 2007/10/19      2
 3145 │ 2007/10/20      2
 3146 │ 2007/10/24      4
 3147 │ 2007/10/25      1
 3148 │ 2007/10/27      1
 3149 │ 2007/10/30      1
 3150 │ 2007/10/31      2
 3151 │ 2007/11/01      1
 3152 │ 2007/11/03      3
 3153 │ 2007/11/06      4
 3154 │ 2007/11/09      1
 3155 │ 2007/11/10      1
 3156 │ 2007/11/13      2
 3157 │ 2007/11/14      1
 3158 │ 2007/11/16      1
 3159 │ 2007/11/23      2
 3160 │ 2007/11/28      3
 3161 │ 2007/11/30      4
 3162 │ 2007/12/07      5
 3163 │ 2007/12/08      1
 3164 │ 2007/12/11      2
 3165 │ 2007/12/12      2
 3166 │ 2007/12/13      1
 3167 │ 2007/12/14      1
 3168 │ 2007/12/18      1
 3169 │ 2007/12/19      1
 3170 │ 2007/12/25      1
 3171 │ 2007/12/26      1
 3172 │ 2007/12/29      1
 3173 │ 2008/01/04      1
 3174 │ 2008/01/08      1
 3175 │ 2008/01/09      1
 3176 │ 2008/01/11      1
 3177 │ 2008/01/15      3
 3178 │ 2008/01/16      3
 3179 │ 2008/01/17      1
 3180 │ 2008/01/22      1
 3181 │ 2008/01/23      4
 3182 │ 2008/01/24      1
 3183 │ 2008/01/26      1
 3184 │ 2008/01/29      4
 3185 │ 2008/01/30      1
 3186 │ 2008/01/31      1
 3187 │ 2008/02/02      2
 3188 │ 2008/02/05      2
 3189 │ 2008/02/06      3
 3190 │ 2008/02/12      2
 3191 │ 2008/02/13      2
 3192 │ 2008/02/15      1
 3193 │ 2008/02/16      1
 3194 │ 2008/02/19      6
 3195 │ 2008/02/27      1
 3196 │ 2008/02/28      2
 3197 │ 2008/03/01      3
 3198 │ 2008/03/04      2
 3199 │ 2008/03/05      3
 3200 │ 2008/03/07      1
 3201 │ 2008/03/11      3
 3202 │ 2008/03/12      1
 3203 │ 2008/03/13      1
 3204 │ 2008/03/15      2
 3205 │ 2008/03/18      1
 3206 │ 2008/03/19      1
 3207 │ 2008/03/20      3
 3208 │ 2008/03/21      3
 3209 │ 2008/03/22      3
 3210 │ 2008/03/25      6
 3211 │ 2008/03/28      4
 3212 │ 2008/04/01      5
 3213 │ 2008/04/02      5
 3214 │ 2008/04/03      2
 3215 │ 2008/04/05      1
 3216 │ 2008/04/09      3
 3217 │ 2008/04/11      1
 3218 │ 2008/04/12      6
 3219 │ 2008/04/15      1
 3220 │ 2008/04/17      1
 3221 │ 2008/04/18      1
 3222 │ 2008/04/19      1
 3223 │ 2008/04/22      2
 3224 │ 2008/04/24      1
 3225 │ 2008/04/25      5
 3226 │ 2008/04/29      2
 3227 │ 2008/04/30      1
 3228 │ 2008/05/01      1
 3229 │ 2008/05/02      2
 3230 │ 2008/05/03      3
 3231 │ 2008/05/06      2
 3232 │ 2008/05/08      1
 3233 │ 2008/05/09      2
 3234 │ 2008/05/10      1
 3235 │ 2008/05/13      1
 3236 │ 2008/05/14      1
 3237 │ 2008/05/15      1
 3238 │ 2008/05/16      2
 3239 │ 2008/05/17      1
 3240 │ 2008/05/20      1
 3241 │ 2008/05/21      2
 3242 │ 2008/05/23      1
 3243 │ 2008/05/27      2
 3244 │ 2008/05/28      1
 3245 │ 2008/05/30      2
 3246 │ 2008/05/31      1
 3247 │ 2008/06/03      5
 3248 │ 2008/06/06      1
 3249 │ 2008/06/07      1
 3250 │ 2008/06/10      1
 3251 │ 2008/06/12      2
 3252 │ 2008/06/14      3
 3253 │ 2008/06/19      1
 3254 │ 2008/06/20      1
 3255 │ 2008/06/25      1
 3256 │ 2008/06/26      1
 3257 │ 2008/06/28      2
 3258 │ 2008/07/01      2
 3259 │ 2008/07/04      1
 3260 │ 2008/07/05      2
 3261 │ 2008/07/08      1
 3262 │ 2008/07/09      2
 3263 │ 2008/07/10      1
 3264 │ 2008/07/12      3
 3265 │ 2008/07/16      3
 3266 │ 2008/07/17      2
 3267 │ 2008/07/18      2
 3268 │ 2008/07/19      1
 3269 │ 2008/07/22      1
 3270 │ 2008/07/23      1
 3271 │ 2008/07/25      3
 3272 │ 2008/07/26      1
 3273 │ 2008/07/29      2
 3274 │ 2008/07/30      2
 3275 │ 2008/07/31      4
 3276 │ 2008/08/01      2
 3277 │ 2008/08/05      1
 3278 │ 2008/08/07      1
 3279 │ 2008/08/08      3
 3280 │ 2008/08/12      1
 3281 │ 2008/08/13      1
 3282 │ 2008/08/15      2
 3283 │ 2008/08/16      2
 3284 │ 2008/08/20      1
 3285 │ 2008/08/21      1
 3286 │ 2008/08/22      2
 3287 │ 2008/08/23      1
 3288 │ 2008/08/30      6
 3289 │ 2008/09/01      1
 3290 │ 2008/09/02      4
 3291 │ 2008/09/04      1
 3292 │ 2008/09/05      1
 3293 │ 2008/09/06      1
 3294 │ 2008/09/09      4
 3295 │ 2008/09/10      1
 3296 │ 2008/09/11      6
 3297 │ 2008/09/16      3
 3298 │ 2008/09/17      1
 3299 │ 2008/09/18      2
 3300 │ 2008/09/23      1
 3301 │ 2008/09/24      2
 3302 │ 2008/09/26      1
 3303 │ 2008/09/30      2
 3304 │ 2008/10/01      3
 3305 │ 2008/10/02      1
 3306 │ 2008/10/03      1
 3307 │ 2008/10/07      2
 3308 │ 2008/10/08      2
 3309 │ 2008/10/09      1
 3310 │ 2008/10/10      1
 3311 │ 2008/10/11      1
 3312 │ 2008/10/14      1
 3313 │ 2008/10/15      2
 3314 │ 2008/10/16      1
 3315 │ 2008/10/17      3
 3316 │ 2008/10/18      1
 3317 │ 2008/10/22      3
 3318 │ 2008/10/23      1
 3319 │ 2008/10/28      5
 3320 │ 2008/10/29      3
 3321 │ 2008/10/31      1
 3322 │ 2008/11/01      2
 3323 │ 2008/11/04      1
 3324 │ 2008/11/07      3
 3325 │ 2008/11/08      2
 3326 │ 2008/11/13      1
 3327 │ 2008/11/14      1
 3328 │ 2008/11/18      2
 3329 │ 2008/11/19      1
 3330 │ 2008/11/21      1
 3331 │ 2008/11/22      2
 3332 │ 2008/11/26      3
 3333 │ 2008/11/27      1
 3334 │ 2008/12/02      4
 3335 │ 2008/12/03      3
 3336 │ 2008/12/05      2
 3337 │ 2008/12/06      1
 3338 │ 2008/12/17      7
 3339 │ 2008/12/18      2
 3340 │ 2008/12/19      1
 3341 │ 2008/12/23      4
 3342 │ 2008/12/26      1
 3343 │ 2009/01/01      4
 3344 │ 2009/01/02      1
 3345 │ 2009/01/06      3
 3346 │ 2009/01/07      1
 3347 │ 2009/01/08      2
 3348 │ 2009/01/09      1
 3349 │ 2009/01/13      2
 3350 │ 2009/01/15      2
 3351 │ 2009/01/16      5
 3352 │ 2009/01/17      1
 3353 │ 2009/01/20      2
 3354 │ 2009/01/22      3
 3355 │ 2009/01/23      2
 3356 │ 2009/01/24      1
 3357 │ 2009/01/27      8
 3358 │ 2009/01/28      2
 3359 │ 2009/01/29      2
 3360 │ 2009/01/31      1
 3361 │ 2009/02/03      2
 3362 │ 2009/02/04      4
 3363 │ 2009/02/05      2
 3364 │ 2009/02/06      1
 3365 │ 2009/02/07      1
 3366 │ 2009/02/10      2
 3367 │ 2009/02/14      4
 3368 │ 2009/02/17      1
 3369 │ 2009/02/18      3
 3370 │ 2009/02/20      1
 3371 │ 2009/02/21      3
 3372 │ 2009/02/24      3
 3373 │ 2009/02/25      1
 3374 │ 2009/02/27      1
 3375 │ 2009/02/28      4
 3376 │ 2009/03/04      2
 3377 │ 2009/03/06      1
 3378 │ 2009/03/07      2
 3379 │ 2009/03/10      2
 3380 │ 2009/03/11      1
 3381 │ 2009/03/13      1
 3382 │ 2009/03/14      2
 3383 │ 2009/03/17      1
 3384 │ 2009/03/19      1
 3385 │ 2009/03/20      2
 3386 │ 2009/03/21      1
 3387 │ 2009/03/24      1
 3388 │ 2009/03/26      1
 3389 │ 2009/03/28      1
 3390 │ 2009/03/31      3
 3391 │ 2009/04/01      1
 3392 │ 2009/04/02      1
 3393 │ 2009/04/03      1
 3394 │ 2009/04/04      3
 3395 │ 2009/04/07      2
 3396 │ 2009/04/09      3
 3397 │ 2009/04/10      4
 3398 │ 2009/04/11      1
 3399 │ 2009/04/16      1
 3400 │ 2009/04/17      1
 3401 │ 2009/04/18      1
 3402 │ 2009/04/21      2
 3403 │ 2009/04/22      1
 3404 │ 2009/04/23      1
 3405 │ 2009/04/24      2
 3406 │ 2009/04/25      2
 3407 │ 2009/04/28      3
 3408 │ 2009/04/29      1
 3409 │ 2009/05/01      2
 3410 │ 2009/05/02      2
 3411 │ 2009/05/05      4
 3412 │ 2009/05/06      1
 3413 │ 2009/05/08      2
 3414 │ 2009/05/09      1
 3415 │ 2009/05/12      3
 3416 │ 2009/05/13      2
 3417 │ 2009/05/15      1
 3418 │ 2009/05/16      2
 3419 │ 2009/05/19      4
 3420 │ 2009/05/20      1
 3421 │ 2009/05/21      1
 3422 │ 2009/05/22      1
 3423 │ 2009/05/23      1
 3424 │ 2009/05/27      1
 3425 │ 2009/05/28      1
 3426 │ 2009/06/02      3
 3427 │ 2009/06/03      3
 3428 │ 2009/06/06      2
 3429 │ 2009/06/09      3
 3430 │ 2009/06/11      1
 3431 │ 2009/06/13      3
 3432 │ 2009/06/16      1
 3433 │ 2009/06/17      1
 3434 │ 2009/06/18      1
 3435 │ 2009/06/19      1
 3436 │ 2009/06/23      1
 3437 │ 2009/06/24      2
 3438 │ 2009/06/26      1
 3439 │ 2009/06/27      2
 3440 │ 2009/06/30      2
 3441 │ 2009/07/01      3
 3442 │ 2009/07/03      1
 3443 │ 2009/07/04      1
 3444 │ 2009/07/07      2
 3445 │ 2009/07/09      2
 3446 │ 2009/07/10      3
 3447 │ 2009/07/11      1
 3448 │ 2009/07/14      2
 3449 │ 2009/07/15      1
 3450 │ 2009/07/16      2
 3451 │ 2009/07/17      2
 3452 │ 2009/07/18      1
 3453 │ 2009/07/21      4
 3454 │ 2009/07/23      2
 3455 │ 2009/07/25      5
 3456 │ 2009/07/28      1
 3457 │ 2009/07/29      1
 3458 │ 2009/07/30      1
 3459 │ 2009/08/01      1
 3460 │ 2009/08/04      3
 3461 │ 2009/08/07      1
 3462 │ 2009/08/08      3
 3463 │ 2009/08/11      1
 3464 │ 2009/08/12      6
 3465 │ 2009/08/15      1
 3466 │ 2009/08/18      1
 3467 │ 2009/08/19      1
 3468 │ 2009/08/21      2
 3469 │ 2009/08/22      5
 3470 │ 2009/08/25      1
 3471 │ 2009/08/26      3
 3472 │ 2009/08/28      1
 3473 │ 2009/08/29      2
 3474 │ 2009/09/01      2
 3475 │ 2009/09/04      1
 3476 │ 2009/09/05      1
 3477 │ 2009/09/08      1
 3478 │ 2009/09/09      1
 3479 │ 2009/09/10      1
 3480 │ 2009/09/11      1
 3481 │ 2009/09/15      2
 3482 │ 2009/09/16      2
 3483 │ 2009/09/17      1
 3484 │ 2009/09/18      2
 3485 │ 2009/09/19      4
 3486 │ 2009/09/22      2
 3487 │ 2009/09/24      4
 3488 │ 2009/09/25      1
 3489 │ 2009/09/29      6
 3490 │ 2009/09/30      2
 3491 │ 2009/10/01      1
 3492 │ 2009/10/03      2
 3493 │ 2009/10/07      2
 3494 │ 2009/10/08      1
 3495 │ 2009/10/09      2
 3496 │ 2009/10/10      1
 3497 │ 2009/10/13      1
 3498 │ 2009/10/15      2
 3499 │ 2009/10/16      1
 3500 │ 2009/10/27      2
 3501 │ 2009/10/28      2
 3502 │ 2009/10/29      1
 3503 │ 2009/10/30      1
 3504 │ 2009/10/31      2
 3505 │ 2009/11/03      4
 3506 │ 2009/11/04      3
 3507 │ 2009/11/06      1
 3508 │ 2009/11/07      1
 3509 │ 2009/11/10      2
 3510 │ 2009/11/11      1
 3511 │ 2009/11/13      1
 3512 │ 2009/11/17      1
 3513 │ 2009/11/19      1
 3514 │ 2009/11/21      1
 3515 │ 2009/11/26      9
 3516 │ 2009/11/27      4
 3517 │ 2009/11/28      1
 3518 │ 2009/12/01      4
 3519 │ 2009/12/02      1
 3520 │ 2009/12/03      3
 3521 │ 2009/12/04      1
 3522 │ 2009/12/05      1
 3523 │ 2009/12/08      3
 3524 │ 2009/12/17     12
 3525 │ 2009/12/18      1
 3526 │ 2009/12/19      3
 3527 │ 2009/12/22      4
 3528 │ 2009/12/23      4
 3529 │ 2009/12/24      2
 3530 │ 2009/12/26      1
 3531 │ 2009/12/29      2
 3532 │ 2009/12/31      1
 3533 │ 2010/01/01      5
 3534 │ 2010/01/05      2
 3535 │ 2010/01/06      3
 3536 │ 2010/01/07      1
 3537 │ 2010/01/08      2
