*** COUNTS ***
6234×2 DataFrame
  Row │ PM          N
      │ String15    Int64
──────┼───────────────────
  920 │ 1971/06/05      1
  921 │ 1971/06/15      1
  922 │ 1971/07/01     17
  923 │ 1971/07/09      1
  924 │ 1971/07/10      1
  925 │ 1971/07/15      2
  926 │ 1971/07/19      1
  927 │ 1971/07/26      2
  928 │ 1971/08/01     10
  929 │ 1971/08/07      1
  930 │ 1971/08/15      1
  931 │ 1971/09/01      9
  932 │ 1971/10/01     11
  933 │ 1971/10/11      1
  934 │ 1971/10/22      1
  935 │ 1971/11/01     11
  936 │ 1971/11/04      1
  937 │ 1971/11/08      1
  938 │ 1971/11/10      1
  939 │ 1971/11/13      1
  940 │ 1971/12/01     12
  941 │ 1971/12/10      1
  942 │ 1971/12/18      1
  943 │ 1971/12/24      2
  944 │ 1972/01/01     45
  945 │ 1972/01/15      1
  946 │ 1972/01/29      1
  947 │ 1972/02/01      6
  948 │ 1972/02/04      1
  949 │ 1972/02/08      1
  950 │ 1972/02/10      1
  951 │ 1972/03/01     10
  952 │ 1972/03/04      1
  953 │ 1972/04/01      7
  954 │ 1972/04/04      1
  955 │ 1972/04/07      1
  956 │ 1972/04/15      1
  957 │ 1972/04/22      1
  958 │ 1972/05/01      4
  959 │ 1972/05/18      1
  960 │ 1972/06/01      9
  961 │ 1972/06/04      2
  962 │ 1972/07/01      6
  963 │ 1972/07/08      1
  964 │ 1972/07/15      1
  965 │ 1972/08/01     11
  966 │ 1972/08/04      2
  967 │ 1972/08/10      1
  968 │ 1972/08/26      1
  969 │ 1972/09/01     10
  970 │ 1972/09/09      1
  971 │ 1972/09/29      1
  972 │ 1972/09/30      2
  973 │ 1972/10/01     16
  974 │ 1972/10/02      1
  975 │ 1972/10/07      1
  976 │ 1972/10/14      1
  977 │ 1972/10/20      1
  978 │ 1972/11/01     14
  979 │ 1972/11/04      1
  980 │ 1972/11/05      1
  981 │ 1972/11/09      1
  982 │ 1972/11/26      1
  983 │ 1972/12/01     13
  984 │ 1972/12/08      1
  985 │ 1972/12/18      1
  986 │ 1973/01/01     39
  987 │ 1973/01/26      1
  988 │ 1973/01/29      1
  989 │ 1973/02/01     10
  990 │ 1973/03/01     16
  991 │ 1973/03/06      1
  992 │ 1973/03/15      1
  993 │ 1973/04/01      8
  994 │ 1973/04/21      1
  995 │ 1973/05/01     10
  996 │ 1973/06/01      4
  997 │ 1973/06/29      1
  998 │ 1973/07/01      8
  999 │ 1973/07/05      1
 1000 │ 1973/07/20      1
 1001 │ 1973/08/01      7
 1002 │ 1973/08/18      1
 1003 │ 1973/08/31      1
 1004 │ 1973/09/01      5
 1005 │ 1973/09/07      1
 1006 │ 1973/09/15      3
 1007 │ 1973/09/22      2
 1008 │ 1973/10/01      6
 1009 │ 1973/11/01      7
 1010 │ 1973/11/11      1
 1011 │ 1973/12/01      5
 1012 │ 1973/12/02      1
 1013 │ 1973/12/14      1
 1014 │ 1973/12/15      1
 1015 │ 1973/12/22      1
 1016 │ 1973/12/26      1
 1017 │ 1974/01/01     38
 1018 │ 1974/01/15      2
 1019 │ 1974/01/21      1
 1020 │ 1974/02/01      7
 1021 │ 1974/02/15      1
 1022 │ 1974/02/25      1
 1023 │ 1974/03/01     14
 1024 │ 1974/03/15      2
 1025 │ 1974/04/01     14
 1026 │ 1974/04/14      1
 1027 │ 1974/04/20      1
 1028 │ 1974/04/26      2
 1029 │ 1974/05/01      5
 1030 │ 1974/05/10      1
 1031 │ 1974/05/15      1
 1032 │ 1974/06/01      8
 1033 │ 1974/06/21      1
 1034 │ 1974/06/27      1
 1035 │ 1974/07/01     21
 1036 │ 1974/08/01     11
 1037 │ 1974/08/10      1
 1038 │ 1974/08/30      1
 1039 │ 1974/09/01     17
 1040 │ 1974/09/13      1
 1041 │ 1974/09/14      1
 1042 │ 1974/09/21      1
 1043 │ 1974/09/27      1
 1044 │ 1974/09/28      1
 1045 │ 1974/09/30      1
 1046 │ 1974/10/01     17
 1047 │ 1974/10/04      1
 1048 │ 1974/10/08      1
 1049 │ 1974/10/10      1
 1050 │ 1974/10/26      1
 1051 │ 1974/11/01      9
 1052 │ 1974/11/18      1
 1053 │ 1974/11/22      1
 1054 │ 1974/12/01      4
 1055 │ 1975/01/01     36
 1056 │ 1975/01/27      1
 1057 │ 1975/01/29      1
 1058 │ 1975/02/01     10
 1059 │ 1975/02/03      1
 1060 │ 1975/02/18      1
 1061 │ 1975/02/21      1
 1062 │ 1975/03/01      5
 1063 │ 1975/03/07      1
 1064 │ 1975/03/10      1
 1065 │ 1975/03/15      1
 1066 │ 1975/04/01      6
 1067 │ 1975/04/10      1
 1068 │ 1975/04/11      1
 1069 │ 1975/04/26      1
 1070 │ 1975/05/01     10
 1071 │ 1975/05/10      1
 1072 │ 1975/05/11      1
 1073 │ 1975/05/17      1
 1074 │ 1975/05/24      1
 1075 │ 1975/06/01      6
 1076 │ 1975/06/06      1
 1077 │ 1975/06/24      1
 1078 │ 1975/07/01      4
 1079 │ 1975/07/04      1
 1080 │ 1975/07/15      1
 1081 │ 1975/07/31      1
 1082 │ 1975/08/01     11
 1083 │ 1975/08/02      1
 1084 │ 1975/08/08      1
 1085 │ 1975/08/15      1
 1086 │ 1975/08/22      1
 1087 │ 1975/09/01     10
 1088 │ 1975/09/12      1
 1089 │ 1975/09/16      1
 1090 │ 1975/09/18      1
 1091 │ 1975/10/01      4
 1092 │ 1975/10/15      1
 1093 │ 1975/11/01     17
 1094 │ 1975/12/01      3
 1095 │ 1975/12/03      1
 1096 │ 1976/01/01     26
 1097 │ 1976/01/10      1
 1098 │ 1976/01/12      1
 1099 │ 1976/01/31      1
 1100 │ 1976/02/01      3
 1101 │ 1976/02/06      1
 1102 │ 1976/02/10      1
 1103 │ 1976/02/26      1
 1104 │ 1976/03/01      7
 1105 │ 1976/03/06      1
 1106 │ 1976/03/13      1
 1107 │ 1976/04/01      7
 1108 │ 1976/04/09      2
 1109 │ 1976/04/23      1
 1110 │ 1976/05/01      6
 1111 │ 1976/05/19      1
 1112 │ 1976/06/01      4
 1113 │ 1976/06/11      1
 1114 │ 1976/06/14      1
 1115 │ 1976/06/21      1
 1116 │ 1976/06/25      1
 1117 │ 1976/07/01      9
 1118 │ 1976/08/01      4
 1119 │ 1976/08/13      1
 1120 │ 1976/09/01      8
 1121 │ 1976/09/06      1
 1122 │ 1976/09/08      1
 1123 │ 1976/09/17      1
 1124 │ 1976/10/01     10
 1125 │ 1976/10/14      1
 1126 │ 1976/10/30      1
 1127 │ 1976/11/01      6
 1128 │ 1976/11/11      1
 1129 │ 1976/12/01      9
 1130 │ 1976/12/11      1
 1131 │ 1977/01/01     23
 1132 │ 1977/02/01      8
 1133 │ 1977/02/16      1
 1134 │ 1977/03/01      8
 1135 │ 1977/03/17      1
 1136 │ 1977/03/25      1
 1137 │ 1977/03/31      1
 1138 │ 1977/04/01     10
 1139 │ 1977/04/09      1
 1140 │ 1977/04/17      1
 1141 │ 1977/04/18      1
 1142 │ 1977/04/25      1
 1143 │ 1977/05/01     13
 1144 │ 1977/05/06      1
 1145 │ 1977/05/16      1
 1146 │ 1977/06/01      5
 1147 │ 1977/06/10      1
 1148 │ 1977/07/01      5
 1149 │ 1977/07/31      1
 1150 │ 1977/08/01      5
 1151 │ 1977/08/05      1
 1152 │ 1977/08/06      1
 1153 │ 1977/08/12      1
 1154 │ 1977/08/15      1
 1155 │ 1977/08/31      1
 1156 │ 1977/09/01      5
 1157 │ 1977/09/09      1
 1158 │ 1977/09/10      1
 1159 │ 1977/09/15      1
 1160 │ 1977/10/01      8
 1161 │ 1977/10/10      1
 1162 │ 1977/10/15      1
 1163 │ 1977/10/20      1
 1164 │ 1977/11/01      8
 1165 │ 1977/11/10      1
 1166 │ 1977/11/12      1
 1167 │ 1977/11/15      2
 1168 │ 1977/11/20      1
 1169 │ 1977/12/01      3
 1170 │ 1977/12/10      1
 1171 │ 1977/12/18      1
 1172 │ 1978/01/01     35
 1173 │ 1978/01/10      1
 1174 │ 1978/02/01      7
 1175 │ 1978/02/28      1
 1176 │ 1978/03/01      6
 1177 │ 1978/03/13      1
 1178 │ 1978/03/24      1
 1179 │ 1978/04/01     11
 1180 │ 1978/04/10      1
 1181 │ 1978/04/13      1
 1182 │ 1978/04/15      1
 1183 │ 1978/05/01      9
 1184 │ 1978/05/10      1
 1185 │ 1978/06/01      7
 1186 │ 1978/06/10      1
 1187 │ 1978/06/15      1
 1188 │ 1978/06/19      1
 1189 │ 1978/06/20      1
 1190 │ 1978/06/30      2
 1191 │ 1978/07/01      7
 1192 │ 1978/08/01      6
 1193 │ 1978/09/15      1
 1194 │ 1978/10/01     11
 1195 │ 1978/10/31      1
 1196 │ 1978/11/01     10
 1197 │ 1978/11/18      1
 1198 │ 1978/12/01      7
 1199 │ 1978/12/08      1
 1200 │ 1978/12/22      1
 1201 │ 1979/01/01     37
 1202 │ 1979/01/15      1
 1203 │ 1979/01/25      1
 1204 │ 1979/02/01      5
 1205 │ 1979/02/03      2
 1206 │ 1979/02/09      1
 1207 │ 1979/02/17      1
 1208 │ 1979/03/01     10
 1209 │ 1979/03/10      1
 1210 │ 1979/03/16      1
 1211 │ 1979/03/17      2
 1212 │ 1979/03/19      1
 1213 │ 1979/04/01      5
 1214 │ 1979/04/28      1
 1215 │ 1979/05/01      9
 1216 │ 1979/05/23      1
 1217 │ 1979/06/01     15
 1218 │ 1979/07/01     10
 1219 │ 1979/07/05      1
 1220 │ 1979/07/13      2
 1221 │ 1979/08/01      4
 1222 │ 1979/08/15      1
 1223 │ 1979/08/18      1
 1224 │ 1979/08/25      1
 1225 │ 1979/08/31      1
 1226 │ 1979/09/01      4
 1227 │ 1979/10/01      8
 1228 │ 1979/10/26      1
 1229 │ 1979/11/01     14
 1230 │ 1979/11/06      1
 1231 │ 1979/11/09      1
 1232 │ 1979/11/14      1
 1233 │ 1979/11/24      1
 1234 │ 1979/11/30      1
 1235 │ 1979/12/01      5
 1236 │ 1980/01/01     27
 1237 │ 1980/01/12      1
 1238 │ 1980/01/14      1
 1239 │ 1980/01/15      1
 1240 │ 1980/02/01      8
 1241 │ 1980/02/10      1
 1242 │ 1980/02/15      1
 1243 │ 1980/02/23      1
 1244 │ 1980/03/01      8
 1245 │ 1980/03/03      1
 1246 │ 1980/04/01     11
 1247 │ 1980/05/01     10
 1248 │ 1980/05/08      1
 1249 │ 1980/05/10      1
 1250 │ 1980/05/26      1
 1251 │ 1980/06/01      6
 1252 │ 1980/06/15      1
 1253 │ 1980/06/28      1
 1254 │ 1980/07/01     14
 1255 │ 1980/07/12      2
 1256 │ 1980/07/15      1
 1257 │ 1980/07/19      1
 1258 │ 1980/08/01      6
 1259 │ 1980/08/02      1
 1260 │ 1980/08/28      1
 1261 │ 1980/08/30      1
 1262 │ 1980/09/01      7
 1263 │ 1980/09/27      1
 1264 │ 1980/09/30      1
 1265 │ 1980/10/01      9
 1266 │ 1980/10/04      1
 1267 │ 1980/10/15      1
 1268 │ 1980/10/23      1
 1269 │ 1980/11/01     13
 1270 │ 1980/11/29      1
 1271 │ 1980/12/01      2
 1272 │ 1981/01/01     36
 1273 │ 1981/02/01      6
 1274 │ 1981/03/01     12
 1275 │ 1981/04/01      8
 1276 │ 1981/04/30      1
 1277 │ 1981/05/01      9
 1278 │ 1981/06/01     11
 1279 │ 1981/06/06      1
 1280 │ 1981/06/13      1
 1281 │ 1981/07/01      5
 1282 │ 1981/08/01      2
 1283 │ 1981/09/01      8
 1284 │ 1981/09/19      1
 1285 │ 1981/10/01      9
 1286 │ 1981/11/01      7
 1287 │ 1981/12/01      7
 1288 │ 1981/12/18      1
 1289 │ 1982/01/01     38
 1290 │ 1982/01/11      1
 1291 │ 1982/01/15      1
 1292 │ 1982/01/23      1
 1293 │ 1982/01/31      1
 1294 │ 1982/02/01      7
 1295 │ 1982/02/25      1
 1296 │ 1982/03/01      9
 1297 │ 1982/03/06      2
 1298 │ 1982/03/12      1
 1299 │ 1982/03/22      1
 1300 │ 1982/04/01      9
 1301 │ 1982/04/05      1
 1302 │ 1982/04/15      1
 1303 │ 1982/05/01      5
 1304 │ 1982/05/20      1
 1305 │ 1982/06/01      6
 1306 │ 1982/06/04      1
 1307 │ 1982/06/12      2
 1308 │ 1982/06/15      2
 1309 │ 1982/06/29      1
 1310 │ 1982/07/01     11
 1311 │ 1982/07/10      1
 1312 │ 1982/07/22      1
 1313 │ 1982/08/01      3
 1314 │ 1982/09/01      7
 1315 │ 1982/09/16      1
 1316 │ 1982/10/01      4
 1317 │ 1982/10/08      1
 1318 │ 1982/10/28      1
 1319 │ 1982/11/01     11
 1320 │ 1982/12/01      8
 1321 │ 1982/12/15      2
 1322 │ 1983/01/01     41
 1323 │ 1983/01/06      2
 1324 │ 1983/01/21      1
 1325 │ 1983/02/01      6
 1326 │ 1983/03/01      6
 1327 │ 1983/03/14      1
 1328 │ 1983/04/01      8
 1329 │ 1983/05/01      7
 1330 │ 1983/05/10      1
 1331 │ 1983/05/27      1
 1332 │ 1983/06/01      6
 1333 │ 1983/06/10      1
 1334 │ 1983/06/25      1
 1335 │ 1983/07/01      6
 1336 │ 1983/07/11      1
 1337 │ 1983/08/01      4
 1338 │ 1983/09/01      8
 1339 │ 1983/09/09      1
 1340 │ 1983/09/16      1
 1341 │ 1983/10/01     14
 1342 │ 1983/10/06      1
 1343 │ 1983/11/01     17
 1344 │ 1983/11/05      1
 1345 │ 1983/11/11      1
 1346 │ 1983/11/15      2
 1347 │ 1983/11/27      1
 1348 │ 1983/12/01      7
 1349 │ 1984/01/01     32
 1350 │ 1984/01/13      1
 1351 │ 1984/02/01      5
 1352 │ 1984/02/03      1
 1353 │ 1984/02/15      2
 1354 │ 1984/03/01      9
 1355 │ 1984/03/15      2
 1356 │ 1984/04/01      9
 1357 │ 1984/04/14      1
 1358 │ 1984/04/28      1
 1359 │ 1984/05/01     13
 1360 │ 1984/05/10      1
 1361 │ 1984/05/15      1
 1362 │ 1984/06/01     12
 1363 │ 1984/06/10      1
 1364 │ 1984/06/14      1
 1365 │ 1984/06/15      1
 1366 │ 1984/07/01     12
 1367 │ 1984/08/01      8
 1368 │ 1984/09/01     10
 1369 │ 1984/09/29      1
 1370 │ 1984/09/30      1
 1371 │ 1984/10/01     11
 1372 │ 1984/10/15      1
 1373 │ 1984/10/31      1
 1374 │ 1984/11/01     11
 1375 │ 1984/11/17      1
 1376 │ 1984/12/01     13
 1377 │ 1984/12/08      1
 1378 │ 1984/12/31      1
 1379 │ 1985/01/01     60
 1380 │ 1985/02/01     17
 1381 │ 1985/03/01      8
 1382 │ 1985/04/01     10
 1383 │ 1985/04/04      1
 1384 │ 1985/04/06      1
 1385 │ 1985/04/15      1
 1386 │ 1985/05/01     13
 1387 │ 1985/05/18      1
 1388 │ 1985/06/01     15
 1389 │ 1985/06/15      1
 1390 │ 1985/07/01     14
 1391 │ 1985/07/15      1
 1392 │ 1985/08/01      7
 1393 │ 1985/08/15      1
 1394 │ 1985/09/01     10
 1395 │ 1985/09/07      1
 1396 │ 1985/09/29      1
 1397 │ 1985/10/01      7
 1398 │ 1985/10/12      1
 1399 │ 1985/10/15      1
 1400 │ 1985/10/31      1
 1401 │ 1985/11/01     13
 1402 │ 1985/11/04      1
 1403 │ 1985/11/23      1
 1404 │ 1985/12/01      8
 1405 │ 1985/12/15      1
 1406 │ 1986/01/01     36
 1407 │ 1986/01/24      1
 1408 │ 1986/01/31      1
 1409 │ 1986/02/01      9
 1410 │ 1986/02/15      1
 1411 │ 1986/02/17      1
 1412 │ 1986/02/28      1
 1413 │ 1986/03/01     19
 1414 │ 1986/03/15      1
 1415 │ 1986/03/28      1
 1416 │ 1986/04/01     14
 1417 │ 1986/04/26      1
 1418 │ 1986/05/01     13
 1419 │ 1986/05/08      1
 1420 │ 1986/05/15      1
 1421 │ 1986/05/17      1
 1422 │ 1986/05/28      1
 1423 │ 1986/06/01     19
 1424 │ 1986/06/07      2
 1425 │ 1986/07/01     16
 1426 │ 1986/07/12      1
 1427 │ 1986/07/15      1
 1428 │ 1986/08/01     14
 1429 │ 1986/08/09      1
 1430 │ 1986/08/15      1
 1431 │ 1986/09/01     14
 1432 │ 1986/09/05      1
 1433 │ 1986/09/10      1
 1434 │ 1986/09/15      1
 1435 │ 1986/10/01     13
 1436 │ 1986/11/01     11
 1437 │ 1986/11/20      1
 1438 │ 1986/11/21      1
 1439 │ 1986/12/01     14
 1440 │ 1986/12/04      1
 1441 │ 1987/01/01     46
 1442 │ 1987/02/01      7
 1443 │ 1987/02/04      1
 1444 │ 1987/03/01      7
 1445 │ 1987/03/22      1
 1446 │ 1987/03/23      1
 1447 │ 1987/04/01      8
 1448 │ 1987/04/15      1
 1449 │ 1987/05/01     11
 1450 │ 1987/05/30      1
 1451 │ 1987/06/01     11
 1452 │ 1987/06/15      1
 1453 │ 1987/07/01      7
 1454 │ 1987/08/01      5
 1455 │ 1987/09/01     13
 1456 │ 1987/10/01     10
 1457 │ 1987/10/31      1
 1458 │ 1987/11/01     11
 1459 │ 1987/11/14      1
 1460 │ 1987/11/27      1
 1461 │ 1987/12/01     12
 1462 │ 1987/12/12      1
 1463 │ 1988/01/01     59
 1464 │ 1988/01/02      1
 1465 │ 1988/02/01      9
 1466 │ 1988/02/04      1
 1467 │ 1988/03/01      9
 1468 │ 1988/03/12      1
 1469 │ 1988/04/01     12
 1470 │ 1988/04/02      1
 1471 │ 1988/04/15      1
 1472 │ 1988/05/01     13
 1473 │ 1988/06/01     17
 1474 │ 1988/06/08      1
 1475 │ 1988/06/15      1
 1476 │ 1988/07/01      8
 1477 │ 1988/08/01     14
 1478 │ 1988/08/06      1
 1479 │ 1988/08/15      1
 1480 │ 1988/08/30      1
 1481 │ 1988/09/01      7
 1482 │ 1988/09/10      1
 1483 │ 1988/09/15      1
 1484 │ 1988/10/01     12
 1485 │ 1988/10/07      1
 1486 │ 1988/10/22      1
 1487 │ 1988/10/29      1
 1488 │ 1988/11/01     14
 1489 │ 1988/11/26      1
 1490 │ 1988/12/01     13
 1491 │ 1988/12/16      3
 1492 │ 1988/12/17      1
 1493 │ 1989/01/01     66
 1494 │ 1989/01/06      1
 1495 │ 1989/01/14      1
 1496 │ 1989/01/15      1
 1497 │ 1989/01/21      1
 1498 │ 1989/02/01     16
 1499 │ 1989/02/15      1
 1500 │ 1989/03/01     13
 1501 │ 1989/03/10      1
 1502 │ 1989/03/25      1
 1503 │ 1989/04/01     16
 1504 │ 1989/04/15      3
 1505 │ 1989/05/01     12
 1506 │ 1989/05/20      2
 1507 │ 1989/06/01     13
 1508 │ 1989/06/24      1
 1509 │ 1989/07/01      8
 1510 │ 1989/08/01      9
 1511 │ 1989/08/15      3
 1512 │ 1989/09/01     13
 1513 │ 1989/09/15      1
 1514 │ 1989/09/27      1
 1515 │ 1989/10/01     12
 1516 │ 1989/10/22      1
 1517 │ 1989/10/27      1
 1518 │ 1989/11/01     17
 1519 │ 1989/12/01      8
 1520 │ 1989/12/16      1
 1521 │ 1989/12/30      1
 1522 │ 1990/01/01     61
 1523 │ 1990/01/20      1
 1524 │ 1990/02/01     17
 1525 │ 1990/02/03      1
 1526 │ 1990/02/15      1
 1527 │ 1990/03/01     17
 1528 │ 1990/03/10      1
 1529 │ 1990/03/15      1
 1530 │ 1990/03/28      1
 1531 │ 1990/03/30      1
 1532 │ 1990/04/01     15
 1533 │ 1990/04/10      2
 1534 │ 1990/04/14      1
 1535 │ 1990/04/15      1
 1536 │ 1990/05/01     14
 1537 │ 1990/05/10      1
 1538 │ 1990/05/19      1
 1539 │ 1990/05/27      1
 1540 │ 1990/06/01     10
 1541 │ 1990/07/01     22
 1542 │ 1990/07/15      1
 1543 │ 1990/08/01     14
 1544 │ 1990/08/04      1
 1545 │ 1990/08/06      1
 1546 │ 1990/08/08      1
 1547 │ 1990/09/01     20
 1548 │ 1990/09/03      2
 1549 │ 1990/09/15      1
 1550 │ 1990/10/01     15
 1551 │ 1990/10/06      1
 1552 │ 1990/10/15      1
 1553 │ 1990/10/27      2
 1554 │ 1990/11/01     13
 1555 │ 1990/11/17      1
 1556 │ 1990/11/29      2
 1557 │ 1990/12/01     12
 1558 │ 1990/12/15      2
 1559 │ 1991/01/01     46
 1560 │ 1991/01/04      1
 1561 │ 1991/01/19      1
 1562 │ 1991/01/30      2
 1563 │ 1991/02/01     14
 1564 │ 1991/02/15      1
 1565 │ 1991/03/01     10
 1566 │ 1991/03/02      2
 1567 │ 1991/03/04      1
 1568 │ 1991/03/15      1
 1569 │ 1991/04/01     17
 1570 │ 1991/04/25      1
 1571 │ 1991/05/01     15
 1572 │ 1991/05/06      1
 1573 │ 1991/06/01      8
 1574 │ 1991/06/18      1
 1575 │ 1991/06/20      1
 1576 │ 1991/06/25      6
 1577 │ 1991/07/01      5
 1578 │ 1991/07/16      1
 1579 │ 1991/08/01     52
 1580 │ 1991/09/01     11
 1581 │ 1991/09/10      1
 1582 │ 1991/10/01      8
 1583 │ 1991/10/15      2
 1584 │ 1991/10/26      2
 1585 │ 1991/11/01     14
 1586 │ 1991/12/01      9
 1587 │ 1991/12/16      1
 1588 │ 1992/01/01     38
 1589 │ 1992/01/11      1
 1590 │ 1992/01/31      1
 1591 │ 1992/02/01     17
 1592 │ 1992/02/10      1
 1593 │ 1992/02/15      1
 1594 │ 1992/02/16      1
 1595 │ 1992/03/01     12
 1596 │ 1992/03/15      1
 1597 │ 1992/03/17      1
 1598 │ 1992/03/28      1
 1599 │ 1992/04/01     18
 1600 │ 1992/04/07      1
 1601 │ 1992/05/01     13
 1602 │ 1992/05/15      1
 1603 │ 1992/05/16      1
 1604 │ 1992/05/25      1
 1605 │ 1992/06/01      7
 1606 │ 1992/06/11      1
 1607 │ 1992/06/15      1
 1608 │ 1992/06/27      1
 1609 │ 1992/07/01     10
 1610 │ 1992/07/04      1
 1611 │ 1992/07/11      1
 1612 │ 1992/08/01     15
 1613 │ 1992/08/11      1
 1614 │ 1992/08/15      1
 1615 │ 1992/09/01      4
 1616 │ 1992/09/08      1
 1617 │ 1992/09/10      1
 1618 │ 1992/10/01     18
 1619 │ 1992/10/21      1
 1620 │ 1992/11/01     12
 1621 │ 1992/11/05      1
 1622 │ 1992/11/10      1
 1623 │ 1992/11/20      1
 1624 │ 1992/11/25      1
 1625 │ 1992/12/01      8
 1626 │ 1993/01/01     48
 1627 │ 1993/01/14      1
 1628 │ 1993/02/01      7
 1629 │ 1993/02/10      1
 1630 │ 1993/02/13      1
 1631 │ 1993/02/15      1
 1632 │ 1993/02/17      1
 1633 │ 1993/03/01     13
 1634 │ 1993/03/03      1
 1635 │ 1993/03/22      1
 1636 │ 1993/04/01     16
 1637 │ 1993/04/03      1
 1638 │ 1993/04/07      1
 1639 │ 1993/04/15      1
 1640 │ 1993/04/24      1
 1641 │ 1993/05/01     16
 1642 │ 1993/05/15      1
 1643 │ 1993/06/01     11
 1644 │ 1993/06/10      1
 1645 │ 1993/06/15      1
 1646 │ 1993/07/01      7
 1647 │ 1993/07/05      1
 1648 │ 1993/08/01     22
 1649 │ 1993/08/02      1
 1650 │ 1993/08/12      1
 1651 │ 1993/08/15      1
 1652 │ 1993/08/22      1
 1653 │ 1993/09/01      8
 1654 │ 1993/09/06      1
 1655 │ 1993/09/15      1
 1656 │ 1993/09/30      1
 1657 │ 1993/10/01     16
 1658 │ 1993/10/09      1
 1659 │ 1993/10/15      1
 1660 │ 1993/10/16      1
 1661 │ 1993/10/27      1
 1662 │ 1993/11/01     12
 1663 │ 1993/11/15      1
 1664 │ 1993/11/25      1
 1665 │ 1993/12/01     16
 1666 │ 1993/12/11      2
 1667 │ 1993/12/13      1
 1668 │ 1993/12/15      1
 1669 │ 1994/01/01     36
 1670 │ 1994/02/01      7
 1671 │ 1994/03/01     16
 1672 │ 1994/03/28      1
 1673 │ 1994/04/01      8
 1674 │ 1994/04/02      1
 1675 │ 1994/04/21      1
 1676 │ 1994/05/01     17
 1677 │ 1994/06/01     10
 1678 │ 1994/06/07      1
 1679 │ 1994/06/20      1
 1680 │ 1994/07/01     10
 1681 │ 1994/07/11      1
 1682 │ 1994/07/15      1
 1683 │ 1994/07/30      2
 1684 │ 1994/08/01     17
 1685 │ 1994/08/05      1
 1686 │ 1994/09/01     12
 1687 │ 1994/09/10      1
 1688 │ 1994/09/12      1
 1689 │ 1994/09/15      1
 1690 │ 1994/09/17      1
 1691 │ 1994/10/01     13
 1692 │ 1994/10/15      1
 1693 │ 1994/11/01     11
 1694 │ 1994/11/12      1
 1695 │ 1994/12/01     10
 1696 │ 1995/01/01     36
 1697 │ 1995/02/01      5
 1698 │ 1995/02/10      1
 1699 │ 1995/02/15      1
 1700 │ 1995/03/01     13
 1701 │ 1995/03/15      2
 1702 │ 1995/04/01      7
 1703 │ 1995/04/24      1
 1704 │ 1995/05/01     12
 1705 │ 1995/05/03      1
 1706 │ 1995/05/15      1
 1707 │ 1995/05/22      1
 1708 │ 1995/06/01      6
 1709 │ 1995/06/02      1
 1710 │ 1995/06/17      1
 1711 │ 1995/07/01     18
 1712 │ 1995/08/01     11
 1713 │ 1995/08/03      2
 1714 │ 1995/08/12      1
 1715 │ 1995/08/15      1
 1716 │ 1995/09/01     11
 1717 │ 1995/09/09      1
 1718 │ 1995/09/15      3
 1719 │ 1995/09/17      1
 1720 │ 1995/10/01     13
 1721 │ 1995/10/10      1
 1722 │ 1995/11/01     12
 1723 │ 1995/11/10      1
 1724 │ 1995/11/15      1
 1725 │ 1995/11/24      1
 1726 │ 1995/12/01     40
 1727 │ 1995/12/21      3
 1728 │ 1996/01/01     54
 1729 │ 1996/01/10      1
 1730 │ 1996/01/27      1
 1731 │ 1996/02/01      4
 1732 │ 1996/03/01      7
 1733 │ 1996/03/15      1
 1734 │ 1996/03/16      1
 1735 │ 1996/03/27      1
 1736 │ 1996/03/30      1
 1737 │ 1996/04/01     10
 1738 │ 1996/04/15      1
 1739 │ 1996/04/27      1
 1740 │ 1996/05/01     21
 1741 │ 1996/06/01      8
 1742 │ 1996/06/14      1
 1743 │ 1996/06/15      1
 1744 │ 1996/07/01     11
 1745 │ 1996/07/17      1
 1746 │ 1996/08/01     11
 1747 │ 1996/08/15      1
 1748 │ 1996/09/01     16
 1749 │ 1996/09/15      1
 1750 │ 1996/09/20      1
 1751 │ 1996/10/01     10
 1752 │ 1996/10/11      1
 1753 │ 1996/10/12      1
 1754 │ 1996/10/13      1
 1755 │ 1996/11/01      8
 1756 │ 1996/11/02      1
 1757 │ 1996/11/15      1
 1758 │ 1996/11/23      1
 1759 │ 1996/11/30      1
 1760 │ 1996/12/01     13
 1761 │ 1996/12/14      1
 1762 │ 1996/12/15      1
 1763 │ 1996/12/16      1
 1764 │ 1996/12/17      1
 1765 │ 1997/01/01     38
 1766 │ 1997/01/07      2
 1767 │ 1997/01/21      1
 1768 │ 1997/02/01     10
 1769 │ 1997/02/04      2
 1770 │ 1997/03/01     11
 1771 │ 1997/03/18      1
 1772 │ 1997/03/20      1
 1773 │ 1997/04/01     12
 1774 │ 1997/04/25      1
 1775 │ 1997/05/01     16
 1776 │ 1997/06/01     18
 1777 │ 1997/06/03      1
 1778 │ 1997/06/26      1
 1779 │ 1997/06/27      2
 1780 │ 1997/07/01      8
 1781 │ 1997/07/15      2
 1782 │ 1997/08/01      7
 1783 │ 1997/08/08      1
 1784 │ 1997/08/19      1
 1785 │ 1997/09/01      1
 1786 │ 1997/09/18      1
 1787 │ 1997/09/23      2
 1788 │ 1997/10/06      3
 1789 │ 1997/10/07      2
 1790 │ 1997/10/10      2
 1791 │ 1997/10/24      1
 1792 │ 1997/10/29      1
 1793 │ 1997/11/05      1
 1794 │ 1997/11/14      3
 1795 │ 1997/11/20      1
